timestamp,open,low,high,close,volume
2022-02-28 09:19:00,690,690,690,690,0
2022-02-28 09:20:00,690,690,690,690,0
2022-02-28 09:21:00,690,690,690,690,0
2022-02-28 09:22:00,690,690,690,690,0
2022-02-28 09:23:00,690,690,690,690,0
2022-02-28 09:24:00,690,690,690,690,0
2022-02-28 09:25:00,690,690,690,690,0
2022-02-28 09:26:00,690,690,690,690,0
2022-02-28 09:27:00,690,690,690,690,0
2022-02-28 09:28:00,690,690,690,690,0
2022-02-28 09:29:00,690,690,690,690,0
2022-02-28 09:30:00,690,690,690,690,0
2022-02-28 09:31:00,690,690,690,690,0
2022-02-28 09:32:00,690,690,690,690,0
2022-02-28 09:33:00,690,690,690,690,0
2022-02-28 09:34:00,690,690,690,690,0
2022-02-28 09:35:00,690,690,690,690,0
2022-02-28 09:36:00,690,690,690,690,0
2022-02-28 09:37:00,690,690,690,690,0
2022-02-28 09:38:00,690,690,690,690,0
2022-02-28 09:39:00,690,690,690,690,0
2022-02-28 09:40:00,690,690,690,690,0
2022-02-28 09:41:00,690,690,690,690,0
2022-02-28 09:42:00,690,690,690,690,0
2022-02-28 09:43:00,690,690,690,690,0
2022-02-28 09:44:00,690,690,690,690,0
2022-02-28 09:45:00,690,690,690,690,0
2022-02-28 09:46:00,690,690,690,690,0
2022-02-28 09:47:00,690,690,690,690,0
2022-02-28 09:48:00,690,690,690,690,0
2022-02-28 09:49:00,690,690,690,690,0
2022-02-28 09:50:00,690,690,690,690,0
2022-02-28 09:51:00,690,690,690,690,0
2022-02-28 09:52:00,690,690,690,690,0
2022-02-28 09:53:00,690,690,690,690,0
2022-02-28 09:54:00,690,690,690,690,0
2022-02-28 09:55:00,690,690,690,690,0
2022-02-28 09:56:00,690,690,690,690,0
2022-02-28 09:57:00,690,690,690,690,0
2022-02-28 09:58:00,690,690,690,690,0
2022-02-28 09:59:00,690,690,690,690,0
2022-02-28 10:00:00,690,690,690,690,0
2022-02-28 10:01:00,690,690,690,690,0
2022-02-28 10:02:00,690,690,690,690,0
2022-02-28 10:03:00,690,690,690,690,0
2022-02-28 10:04:00,690,690,690,690,0
2022-02-28 10:05:00,690,690,690,690,0
2022-02-28 10:06:00,690,690,690,690,0
2022-02-28 10:07:00,690,690,690,690,0
2022-02-28 10:08:00,690,690,690,690,0
2022-02-28 10:09:00,690,690,690,690,0
2022-02-28 10:10:00,690,690,690,690,0
2022-02-28 10:11:00,690,690,690,690,0
2022-02-28 10:12:00,690,690,690,690,0
2022-02-28 10:13:00,690,690,690,690,0
2022-02-28 10:14:00,690,690,690,690,0
2022-02-28 10:15:00,690,690,690,690,0
2022-02-28 10:16:00,690,690,690,690,0
2022-02-28 10:17:00,690,690,690,690,0
2022-02-28 10:18:00,690,690,690,690,0
2022-02-28 10:19:00,690,690,690,690,0
2022-02-28 10:20:00,690,690,690,690,0
2022-02-28 10:21:00,690,690,690,690,0
2022-02-28 10:22:00,690,690,690,690,0
2022-02-28 10:23:00,690,690,690,690,0
2022-02-28 10:24:00,690,690,690,690,0
2022-02-28 10:25:00,690,690,690,690,0
2022-02-28 10:26:00,690,690,690,690,0
2022-02-28 10:27:00,690,690,690,690,0
2022-02-28 10:28:00,690,690,690,690,0
2022-02-28 10:29:00,690,690,690,690,0
2022-02-28 10:30:00,690,690,690,690,0
2022-02-28 10:31:00,690,690,690,690,0
2022-02-28 10:32:00,690,690,690,690,0
2022-02-28 10:33:00,690,690,690,690,0
2022-02-28 10:34:00,690,690,690,690,0
2022-02-28 10:35:00,690,690,690,690,0
2022-02-28 10:36:00,690,690,690,690,0
2022-02-28 10:37:00,690,690,690,690,0
2022-02-28 10:38:00,690,690,690,690,0
2022-02-28 10:39:00,690,690,690,690,0
2022-02-28 10:40:00,690,690,690,690,0
2022-02-28 10:41:00,690,690,690,690,0
2022-02-28 10:42:00,690,690,690,690,0
2022-02-28 10:43:00,690,690,690,690,0
2022-02-28 10:44:00,690,690,690,690,0
2022-02-28 10:45:00,690,690,690,690,0
2022-02-28 10:46:00,690,690,690,690,0
2022-02-28 10:47:00,690,690,690,690,0
2022-02-28 10:48:00,690,690,690,690,0
2022-02-28 10:49:00,690,690,690,690,0
2022-02-28 10:50:00,690,690,690,690,0
2022-02-28 10:51:00,690,690,690,690,0
2022-02-28 10:52:00,690,690,690,690,0
2022-02-28 10:53:00,690,690,690,690,0
2022-02-28 10:54:00,690,690,690,690,0
2022-02-28 10:55:00,690,690,690,690,0
2022-02-28 10:56:00,690,690,690,690,0
2022-02-28 10:57:00,690,690,690,690,0
2022-02-28 10:58:00,690,690,690,690,0
2022-02-28 10:59:00,690,690,690,690,0
2022-02-28 11:00:00,690,690,690,690,0
2022-02-28 11:01:00,690,690,690,690,0
2022-02-28 11:02:00,690,690,690,690,0
2022-02-28 11:03:00,690,690,690,690,0
2022-02-28 11:04:00,690,690,690,690,0
2022-02-28 11:05:00,690,690,690,690,0
2022-02-28 11:06:00,690,690,690,690,0
2022-02-28 11:07:00,690,690,690,690,0
2022-02-28 11:08:00,690,690,690,690,0
2022-02-28 11:09:00,690,690,690,690,0
2022-02-28 11:10:00,690,690,690,690,0
2022-02-28 11:11:00,690,690,690,690,0
2022-02-28 11:12:00,690,690,690,690,0
2022-02-28 11:13:00,690,690,690,690,0
2022-02-28 11:14:00,690,690,690,690,0
2022-02-28 11:15:00,690,690,690,690,0
2022-02-28 11:16:00,690,690,690,690,0
2022-02-28 11:17:00,690,690,690,690,0
2022-02-28 11:18:00,690,690,690,690,0
2022-02-28 11:19:00,690,690,690,690,0
2022-02-28 11:20:00,690,690,690,690,0
2022-02-28 11:21:00,690,690,690,690,0
2022-02-28 11:22:00,690,690,690,690,0
2022-02-28 11:23:00,690,690,690,690,0
2022-02-28 11:24:00,690,690,690,690,0
2022-02-28 11:25:00,690,690,690,690,0
2022-02-28 11:26:00,690,690,690,690,0
2022-02-28 11:27:00,690,690,690,690,0
2022-02-28 11:28:00,690,690,690,690,0
2022-02-28 11:29:00,690,690,690,690,0
2022-02-28 11:30:00,690,690,690,690,0
2022-02-28 11:31:00,690,690,690,690,0
2022-02-28 11:32:00,690,690,690,690,0
2022-02-28 11:33:00,690,690,690,690,0
2022-02-28 11:34:00,690,690,690,690,0
2022-02-28 11:35:00,690,690,690,690,0
2022-02-28 11:36:00,690,690,690,690,0
2022-02-28 11:37:00,690,690,690,690,0
2022-02-28 11:38:00,690,690,690,690,0
2022-02-28 11:39:00,690,690,690,690,0
2022-02-28 11:40:00,690,690,690,690,0
2022-02-28 11:41:00,690,690,690,690,0
2022-02-28 11:42:00,690,690,690,690,0
2022-02-28 11:43:00,690,690,690,690,0
2022-02-28 11:44:00,690,690,690,690,0
2022-02-28 11:45:00,690,690,690,690,0
2022-02-28 11:46:00,690,690,690,690,0
2022-02-28 11:47:00,690,690,690,690,0
2022-02-28 11:48:00,690,690,690,690,0
2022-02-28 11:49:00,690,690,690,690,0
2022-02-28 11:50:00,690,690,690,690,0
2022-02-28 11:51:00,690,690,690,690,0
2022-02-28 11:52:00,690,690,690,690,0
2022-02-28 11:53:00,690,690,690,690,0
2022-02-28 11:54:00,690,690,690,690,0
2022-02-28 11:55:00,690,690,690,690,0
2022-02-28 11:56:00,690,690,690,690,0
2022-02-28 11:57:00,690,690,690,690,0
2022-02-28 11:58:00,690,690,690,690,0
2022-02-28 11:59:00,690,690,690,690,0
2022-02-28 12:00:00,690,690,690,690,0
2022-02-28 12:01:00,690,690,690,690,0
2022-02-28 12:02:00,690,690,690,690,0
2022-02-28 12:03:00,690,690,690,690,0
2022-02-28 12:04:00,690,690,690,690,0
2022-02-28 12:05:00,690,690,690,690,0
2022-02-28 12:06:00,690,690,690,690,0
2022-02-28 12:07:00,690,690,690,690,0
2022-02-28 12:08:00,690,690,690,690,0
2022-02-28 12:09:00,690,690,690,690,0
2022-02-28 12:10:00,690,690,690,690,0
2022-02-28 12:11:00,690,690,690,690,0
2022-02-28 12:12:00,690,690,690,690,0
2022-02-28 12:13:00,690,690,690,690,0
2022-02-28 12:14:00,690,690,690,690,0
2022-02-28 12:15:00,690,690,690,690,0
2022-02-28 12:16:00,690,690,690,690,0
2022-02-28 12:17:00,690,690,690,690,0
2022-02-28 12:18:00,690,690,690,690,0
2022-02-28 12:19:00,690,690,690,690,0
2022-02-28 12:20:00,690,690,690,690,0
2022-02-28 12:21:00,690,690,690,690,0
2022-02-28 12:22:00,690,690,690,690,0
2022-02-28 12:23:00,690,690,690,690,0
2022-02-28 12:24:00,690,690,690,690,0
2022-02-28 12:25:00,690,690,690,690,0
2022-02-28 12:26:00,690,690,690,690,0
2022-02-28 12:27:00,690,690,690,690,0
2022-02-28 12:28:00,690,690,690,690,0
2022-02-28 12:29:00,690,690,690,690,0
2022-02-28 12:30:00,690,690,690,690,0
2022-02-28 12:31:00,690,690,690,690,0
2022-02-28 12:32:00,690,690,690,690,0
2022-02-28 12:33:00,690,690,690,690,0
2022-02-28 12:34:00,690,690,690,690,0
2022-02-28 12:35:00,690,690,690,690,0
2022-02-28 12:36:00,690,690,690,690,0
2022-02-28 12:37:00,690,690,690,690,0
2022-02-28 12:38:00,690,690,690,690,0
2022-02-28 12:39:00,690,690,690,690,0
2022-02-28 12:40:00,690,690,690,690,0
2022-02-28 12:41:00,690,690,690,690,0
2022-02-28 12:42:00,690,690,690,690,0
2022-02-28 12:43:00,690,690,690,690,0
2022-02-28 12:44:00,690,690,690,690,0
2022-02-28 12:45:00,690,690,690,690,0
2022-02-28 12:46:00,690,690,690,690,0
2022-02-28 12:47:00,690,690,690,690,0
2022-02-28 12:48:00,690,690,690,690,0
2022-02-28 12:49:00,690,690,690,690,0
2022-02-28 12:50:00,690,690,690,690,0
2022-02-28 12:51:00,690,690,690,690,0
2022-02-28 12:52:00,690,690,690,690,0
2022-02-28 12:53:00,690,690,690,690,0
2022-02-28 12:54:00,690,690,690,690,0
2022-02-28 12:55:00,690,690,690,690,0
2022-02-28 12:56:00,690,690,690,690,0
2022-02-28 12:57:00,690,690,690,690,0
2022-02-28 12:58:00,690,690,690,690,0
2022-02-28 12:59:00,690,690,690,690,0
2022-02-28 13:00:00,690,690,690,690,0
2022-02-28 13:01:00,690,690,690,690,0
2022-02-28 13:02:00,690,690,690,690,0
2022-02-28 13:03:00,690,690,690,690,0
2022-02-28 13:04:00,690,690,690,690,0
2022-02-28 13:05:00,690,690,690,690,0
2022-02-28 13:06:00,690,690,690,690,0
2022-02-28 13:07:00,690,690,690,690,0
2022-02-28 13:08:00,690,690,690,690,0
2022-02-28 13:09:00,690,690,690,690,0
2022-02-28 13:10:00,690,690,690,690,0
2022-02-28 13:11:00,690,690,690,690,0
2022-02-28 13:12:00,690,690,690,690,0
2022-02-28 13:13:00,690,690,690,690,0
2022-02-28 13:14:00,690,690,690,690,0
2022-02-28 13:15:00,690,690,690,690,0
2022-02-28 13:16:00,690,690,690,690,0
2022-02-28 13:17:00,690,690,690,690,0
2022-02-28 13:18:00,690,690,690,690,0
2022-02-28 13:19:00,690,690,690,690,0
2022-02-28 13:20:00,690,690,690,690,0
2022-02-28 13:21:00,690,690,690,690,0
2022-02-28 13:22:00,690,690,690,690,0
2022-02-28 13:23:00,690,690,690,690,0
2022-02-28 13:24:00,690,690,690,690,0
2022-02-28 13:25:00,690,690,690,690,0
2022-02-28 13:26:00,690,690,690,690,0
2022-02-28 13:27:00,690,690,690,690,0
2022-02-28 13:28:00,690,690,690,690,0
2022-02-28 13:29:00,690,690,690,690,0
2022-02-28 13:30:00,690,690,690,690,0
2022-02-28 13:31:00,690,690,690,690,0
2022-02-28 13:32:00,690,690,690,690,0
2022-02-28 13:33:00,690,690,690,690,0
2022-02-28 13:34:00,690,690,690,690,0
2022-02-28 13:35:00,690,690,690,690,0
2022-02-28 13:36:00,690,690,690,690,0
2022-02-28 13:37:00,690,690,690,690,0
2022-02-28 13:38:00,690,690,690,690,0
2022-02-28 13:39:00,690,690,690,690,0
2022-02-28 13:40:00,690,690,690,690,0
2022-02-28 13:41:00,690,690,690,690,0
2022-02-28 13:42:00,690,690,690,690,0
2022-02-28 13:43:00,690,690,690,690,0
2022-02-28 13:44:00,690,690,690,690,0
2022-02-28 13:45:00,690,690,690,690,0
2022-02-28 13:46:00,690,690,690,690,0
2022-02-28 13:47:00,690,690,690,690,0
2022-02-28 13:48:00,690,690,690,690,0
2022-02-28 13:49:00,690,690,690,690,0
2022-02-28 13:50:00,690,690,690,690,0
2022-02-28 13:51:00,690,690,690,690,0
2022-02-28 13:52:00,690,690,690,690,0
2022-02-28 13:53:00,690,690,690,690,0
2022-02-28 13:54:00,690,690,690,690,0
2022-02-28 13:55:00,690,690,690,690,0
2022-02-28 13:56:00,690,690,690,690,0
2022-02-28 13:57:00,690,690,690,690,0
2022-02-28 13:58:00,690,690,690,690,0
2022-02-28 13:59:00,690,690,690,690,0
2022-02-28 14:00:00,690,690,690,690,0
2022-02-28 14:01:00,690,690,690,690,0
2022-02-28 14:02:00,690,690,690,690,0
2022-02-28 14:03:00,690,690,690,690,0
2022-02-28 14:04:00,690,690,690,690,0
2022-02-28 14:05:00,690,690,690,690,0
2022-02-28 14:06:00,690,690,690,690,0
2022-02-28 14:07:00,690,690,690,690,0
2022-02-28 14:08:00,690,690,690,690,0
2022-02-28 14:09:00,690,690,690,690,0
2022-02-28 14:10:00,690,690,690,690,0
2022-02-28 14:11:00,690,690,690,690,0
2022-02-28 14:12:00,690,690,690,690,0
2022-02-28 14:13:00,690,690,690,690,0
2022-02-28 14:14:00,690,690,690,690,0
2022-02-28 14:15:00,690,690,690,690,0
2022-02-28 14:16:00,690,690,690,690,0
2022-02-28 14:17:00,690,690,690,690,0
2022-02-28 14:18:00,690,690,690,690,0
2022-02-28 14:19:00,690,690,690,690,0
2022-02-28 14:20:00,690,690,690,690,0
2022-02-28 14:21:00,690,690,690,690,0
2022-02-28 14:22:00,690,690,690,690,0
2022-02-28 14:23:00,690,690,690,690,0
2022-02-28 14:24:00,690,690,690,690,0
2022-02-28 14:25:00,690,690,690,690,0
2022-02-28 14:26:00,690,690,690,690,0
2022-02-28 14:27:00,690,690,690,690,0
2022-02-28 14:28:00,690,690,690,690,0
2022-02-28 14:29:00,690,690,690,690,0
2022-02-28 14:30:00,690,690,690,690,0
2022-02-28 14:31:00,690,690,690,690,0
2022-02-28 14:32:00,690,690,690,690,0
2022-02-28 14:33:00,690,690,690,690,0
2022-02-28 14:34:00,690,690,690,690,0
2022-02-28 14:35:00,690,690,690,690,0
2022-02-28 14:36:00,690,690,690,690,0
2022-02-28 14:37:00,690,690,690,690,0
2022-02-28 14:38:00,690,690,690,690,0
2022-02-28 14:39:00,690,690,690,690,0
2022-02-28 14:40:00,690,690,690,690,0
2022-02-28 14:41:00,690,690,690,690,0
2022-02-28 14:42:00,690,690,690,690,0
2022-02-28 14:43:00,690,690,690,690,0
2022-02-28 14:44:00,690,690,690,690,0
2022-02-28 14:45:00,690,690,690,690,0
2022-02-28 14:46:00,690,690,690,690,0
2022-02-28 14:47:00,690,690,690,690,0
2022-02-28 14:48:00,690,690,690,690,0
2022-02-28 14:49:00,690,690,690,690,0
2022-02-28 14:50:00,690,690,690,690,0
2022-02-28 14:51:00,690,690,690,690,0
2022-02-28 14:52:00,690,690,690,690,0
2022-02-28 14:53:00,690,690,690,690,0
2022-02-28 14:54:00,690,690,690,690,0
2022-02-28 14:55:00,690,690,690,690,0
2022-02-28 14:56:00,690,690,690,690,0
2022-02-28 14:57:00,690,690,690,690,0
2022-02-28 14:58:00,690,690,690,690,0
2022-02-28 14:59:00,690,690,690,690,0
2022-02-28 15:00:00,690,690,690,690,0
2022-02-28 15:01:00,690,690,690,690,0
2022-02-28 15:02:00,690,690,690,690,0
2022-02-28 15:03:00,690,690,690,690,0
2022-02-28 15:04:00,690,690,690,690,0
2022-02-28 15:05:00,690,690,690,690,0
2022-02-28 15:06:00,690,690,690,690,0
2022-02-28 15:07:00,690,690,690,690,0
2022-02-28 15:08:00,690,690,690,690,0
2022-02-28 15:09:00,690,690,690,690,0
2022-02-28 15:10:00,690,690,690,690,0
2022-02-28 15:11:00,690,690,690,690,0
2022-02-28 15:12:00,690,690,690,690,0
2022-02-28 15:13:00,690,690,690,690,0
2022-02-28 15:14:00,690,690,690,690,0
2022-02-28 15:15:00,690,690,690,690,0
2022-02-28 15:16:00,690,690,690,690,0
2022-02-28 15:17:00,690,690,690,690,0
2022-02-28 15:18:00,690,690,690,690,0
2022-02-28 15:19:00,690,690,690,690,0
2022-02-28 15:20:00,690,690,690,690,0
2022-02-28 15:21:00,690,690,690,690,0
2022-02-28 15:22:00,690,690,690,690,0
2022-02-28 15:23:00,690,690,690,690,0
2022-02-28 15:24:00,690,690,690,690,0
2022-02-28 15:25:00,690,690,690,690,0
2022-02-28 15:26:00,690,690,690,690,0
2022-02-28 15:27:00,690,690,690,690,0
2022-02-28 15:28:00,690,690,690,690,0
2022-02-28 15:29:00,690,690,690,690,0
2022-02-28 15:30:00,690,690,690,690,0
2022-02-28 15:31:00,690,690,690,690,0
2022-02-28 15:32:00,690,690,690,690,0
2022-02-28 15:33:00,690,690,690,690,0
2022-02-28 15:34:00,690,690,690,690,0
2022-02-28 15:35:00,690,690,690,690,0
2022-02-28 15:36:00,690,690,690,690,0
2022-02-28 15:37:00,690,690,690,690,0
2022-02-28 15:38:00,690,690,690,690,0
2022-02-28 15:39:00,690,690,690,690,0
2022-02-28 15:40:00,690,690,690,690,0
2022-02-28 15:41:00,690,690,690,690,0
2022-02-28 15:42:00,690,690,690,690,0
2022-02-28 15:43:00,690,690,690,690,0
2022-02-28 15:44:00,690,690,690,690,0
2022-02-28 15:45:00,690,690,690,690,0
2022-02-28 15:46:00,690,690,690,690,0
2022-02-28 15:47:00,690,690,690,690,0
2022-02-28 15:48:00,690,690,690,690,0
2022-02-28 15:49:00,690,690,690,690,0
2022-02-28 15:50:00,690,690,690,690,0
2022-02-28 15:51:00,690,690,690,690,0
2022-02-28 15:52:00,690,690,690,690,0
2022-02-28 15:53:00,690,690,690,690,0
2022-02-28 15:54:00,690,690,690,690,0
2022-02-28 15:55:00,690,690,690,690,0
2022-02-28 15:56:00,690,690,690,690,0
2022-02-28 15:57:00,690,690,690,690,0
2022-02-28 15:58:00,690,690,690,690,0
2022-02-28 15:59:00,690,690,690,690,0
2022-03-01 09:00:00,690,690,690,690,0
2022-03-01 09:01:00,690,690,690,690,1200
2022-03-01 09:02:00,690,690,690,690,1200
2022-03-01 09:03:00,685,685,685,685,1000
2022-03-01 09:04:00,690,690,690,690,300
2022-03-01 09:05:00,690,690,690,690,0
2022-03-01 09:06:00,685,685,690,690,300
2022-03-01 09:07:00,685,685,690,690,0
2022-03-01 09:08:00,685,685,690,690,0
2022-03-01 09:09:00,685,685,690,690,0
2022-03-01 09:10:00,685,685,690,690,0
2022-03-01 09:11:00,685,685,690,690,0
2022-03-01 09:12:00,685,685,690,690,0
2022-03-01 09:13:00,685,685,690,690,0
2022-03-01 09:14:00,685,685,690,690,0
2022-03-01 09:15:00,685,685,690,690,0
2022-03-01 09:16:00,685,685,690,690,0
2022-03-01 09:17:00,685,685,690,690,0
2022-03-01 09:18:00,685,685,690,690,0
2022-03-01 09:19:00,685,685,690,690,0
2022-03-01 09:20:00,690,690,690,690,300
2022-03-01 09:21:00,690,690,690,690,0
2022-03-01 09:22:00,690,690,690,690,0
2022-03-01 09:23:00,690,690,690,690,0
2022-03-01 09:24:00,690,690,690,690,0
2022-03-01 09:25:00,690,690,690,690,0
2022-03-01 09:26:00,685,685,685,685,2600
2022-03-01 09:27:00,685,685,685,685,0
2022-03-01 09:28:00,685,685,685,685,0
2022-03-01 09:29:00,685,685,685,685,0
2022-03-01 09:30:00,685,685,685,685,600
2022-03-01 09:31:00,685,685,685,685,0
2022-03-01 09:32:00,685,685,685,685,300
2022-03-01 09:33:00,685,685,685,685,0
2022-03-01 09:34:00,685,685,685,685,0
2022-03-01 09:35:00,685,685,685,685,0
2022-03-01 09:36:00,685,685,685,685,0
2022-03-01 09:37:00,685,685,685,685,0
2022-03-01 09:38:00,685,685,685,685,0
2022-03-01 09:39:00,685,685,685,685,0
2022-03-01 09:40:00,685,685,685,685,0
2022-03-01 09:41:00,685,685,685,685,0
2022-03-01 09:42:00,685,685,685,685,0
2022-03-01 09:43:00,685,685,685,685,0
2022-03-01 09:44:00,685,685,685,685,0
2022-03-01 09:45:00,685,685,685,685,0
2022-03-01 09:46:00,685,685,685,685,0
2022-03-01 09:47:00,685,685,685,685,0
2022-03-01 09:48:00,685,685,685,685,0
2022-03-01 09:49:00,685,685,685,685,0
2022-03-01 09:50:00,685,685,685,685,0
2022-03-01 09:51:00,685,685,685,685,0
2022-03-01 09:52:00,685,685,685,685,0
2022-03-01 09:53:00,685,685,685,685,1600
2022-03-01 09:54:00,685,685,685,685,0
2022-03-01 09:55:00,685,685,685,685,0
2022-03-01 09:56:00,685,685,685,685,0
2022-03-01 09:57:00,685,685,685,685,0
2022-03-01 09:58:00,680,680,680,680,300
2022-03-01 09:59:00,680,680,680,680,0
2022-03-01 10:00:00,685,685,685,685,300
2022-03-01 10:01:00,685,685,685,685,0
2022-03-01 10:02:00,685,685,685,685,0
2022-03-01 10:03:00,680,680,680,680,1500
2022-03-01 10:04:00,685,685,685,685,200
2022-03-01 10:05:00,685,685,685,685,1100
2022-03-01 10:06:00,685,685,685,685,10800
2022-03-01 10:07:00,685,685,685,685,0
2022-03-01 10:08:00,685,685,685,685,0
2022-03-01 10:09:00,685,685,685,685,200
2022-03-01 10:10:00,685,685,685,685,200
2022-03-01 10:11:00,685,685,685,685,0
2022-03-01 10:12:00,685,685,685,685,0
2022-03-01 10:13:00,685,685,685,685,0
2022-03-01 10:14:00,680,680,680,680,200
2022-03-01 10:15:00,680,680,680,680,0
2022-03-01 10:16:00,685,685,685,685,300
2022-03-01 10:17:00,685,685,685,685,0
2022-03-01 10:18:00,685,685,685,685,0
2022-03-01 10:19:00,680,680,685,685,700
2022-03-01 10:20:00,680,680,685,685,0
2022-03-01 10:21:00,680,680,685,685,0
2022-03-01 10:22:00,680,680,685,685,0
2022-03-01 10:23:00,680,680,685,685,0
2022-03-01 10:24:00,680,680,685,685,0
2022-03-01 10:25:00,680,680,685,685,0
2022-03-01 10:26:00,680,680,685,685,0
2022-03-01 10:27:00,680,680,685,685,0
2022-03-01 10:28:00,680,680,685,685,0
2022-03-01 10:29:00,680,680,685,685,0
2022-03-01 10:30:00,680,680,680,680,500
2022-03-01 10:31:00,685,685,685,685,300
2022-03-01 10:32:00,680,680,680,680,500
2022-03-01 10:33:00,680,680,680,680,0
2022-03-01 10:34:00,685,685,685,685,200
2022-03-01 10:35:00,685,685,685,685,0
2022-03-01 10:36:00,685,685,685,685,0
2022-03-01 10:37:00,680,680,685,685,4500
2022-03-01 10:38:00,680,680,685,685,0
2022-03-01 10:39:00,680,680,685,685,0
2022-03-01 10:40:00,680,680,685,685,0
2022-03-01 10:41:00,680,680,685,685,0
2022-03-01 10:42:00,680,680,685,685,0
2022-03-01 10:43:00,680,680,685,685,0
2022-03-01 10:44:00,680,680,685,685,0
2022-03-01 10:45:00,680,680,685,685,0
2022-03-01 10:46:00,680,680,685,685,0
2022-03-01 10:47:00,680,680,685,685,0
2022-03-01 10:48:00,680,680,685,685,0
2022-03-01 10:49:00,680,680,685,685,0
2022-03-01 10:50:00,680,680,685,685,0
2022-03-01 10:51:00,680,680,685,685,0
2022-03-01 10:52:00,680,680,685,685,0
2022-03-01 10:53:00,680,680,685,685,0
2022-03-01 10:54:00,680,680,685,685,0
2022-03-01 10:55:00,680,680,685,685,0
2022-03-01 10:56:00,680,680,685,685,0
2022-03-01 10:57:00,680,680,680,680,10700
2022-03-01 10:58:00,680,680,680,680,0
2022-03-01 10:59:00,680,680,680,680,0
2022-03-01 11:00:00,680,680,680,680,3200
2022-03-01 11:01:00,680,680,680,680,0
2022-03-01 11:02:00,680,680,685,685,4100
2022-03-01 11:03:00,680,680,685,685,0
2022-03-01 11:04:00,680,680,685,685,0
2022-03-01 11:05:00,685,685,685,685,200
2022-03-01 11:06:00,685,685,685,685,0
2022-03-01 11:07:00,685,685,685,685,0
2022-03-01 11:08:00,685,685,685,685,1400
2022-03-01 11:09:00,685,685,685,685,0
2022-03-01 11:10:00,685,685,685,685,0
2022-03-01 11:11:00,685,685,685,685,0
2022-03-01 11:12:00,685,685,685,685,0
2022-03-01 11:13:00,685,685,685,685,0
2022-03-01 11:14:00,685,685,685,685,0
2022-03-01 11:15:00,685,685,685,685,200
2022-03-01 11:16:00,685,685,685,685,0
2022-03-01 11:17:00,685,685,685,685,0
2022-03-01 11:18:00,685,685,685,685,0
2022-03-01 11:19:00,685,685,685,685,0
2022-03-01 11:20:00,685,685,685,685,0
2022-03-01 11:21:00,685,685,685,685,0
2022-03-01 11:22:00,680,680,680,680,900
2022-03-01 11:23:00,685,685,685,685,300
2022-03-01 11:24:00,685,685,685,685,200
2022-03-01 11:25:00,680,680,680,680,800
2022-03-01 11:26:00,680,680,685,685,500
2022-03-01 11:27:00,685,685,685,685,600
2022-03-01 11:28:00,685,685,685,685,200
2022-03-01 11:29:00,685,685,685,685,500
2022-03-01 11:30:00,685,685,685,685,0
2022-03-01 11:31:00,685,685,685,685,0
2022-03-01 11:32:00,685,685,685,685,0
2022-03-01 11:33:00,685,685,685,685,0
2022-03-01 11:34:00,685,685,685,685,0
2022-03-01 11:35:00,685,685,685,685,0
2022-03-01 11:36:00,685,685,685,685,0
2022-03-01 11:37:00,685,685,685,685,0
2022-03-01 11:38:00,685,685,685,685,0
2022-03-01 11:39:00,685,685,685,685,0
2022-03-01 11:40:00,685,685,685,685,0
2022-03-01 11:41:00,685,685,685,685,0
2022-03-01 11:42:00,685,685,685,685,0
2022-03-01 11:43:00,685,685,685,685,0
2022-03-01 11:44:00,685,685,685,685,0
2022-03-01 11:45:00,685,685,685,685,0
2022-03-01 11:46:00,685,685,685,685,0
2022-03-01 11:47:00,685,685,685,685,0
2022-03-01 11:48:00,685,685,685,685,0
2022-03-01 11:49:00,685,685,685,685,0
